raw_metar,station,valid_time_utc,is_auto,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,weather_phenomena,sky_layer1_cover,sky_layer1_height_ft,sky_layer1_type,sky_layer2_cover,sky_layer2_height_ft,sky_layer2_type,sky_layer3_cover,sky_layer3_height_ft,sky_layer3_type,has_cb,temp_c,dewpoint_c,qnh_hpa,has_ts,ts_in_vicinity,ts_intensity
METAR WALS 251600Z AUTO 24002KT 9999 SCT034 SCT039 23/23 Q1010,WALS,2026-07-25T16:00:00,1,240.0,2.0,,10000.0,,SCT,3400.0,,SCT,3900.0,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 251630Z AUTO 36001KT 7000 FEW018 FEW024 FEW032 24/23 Q1010,WALS,2026-07-25T16:30:00,1,360.0,1.0,,7000.0,,FEW,1800.0,,FEW,2400.0,,FEW,3200.0,,0,24.0,23.0,1010.0,0,0,
METAR WALS 251700Z AUTO VRB01KT 7000 FEW029 FEW037 24/23 Q1010,WALS,2026-07-25T17:00:00,1,,1.0,,7000.0,,FEW,2900.0,,FEW,3700.0,,,,,0,24.0,23.0,1010.0,0,0,
METAR WALS 251730Z AUTO 36001KT 7000 FEW028 FEW043 FEW050 23/23 Q1010,WALS,2026-07-25T17:30:00,1,360.0,1.0,,7000.0,,FEW,2800.0,,FEW,4300.0,,FEW,5000.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 251800Z AUTO 30003KT 5000 FEW017 SCT033 BKN043 23/23 Q1010,WALS,2026-07-25T18:00:00,1,300.0,3.0,,5000.0,,FEW,1700.0,,SCT,3300.0,,BKN,4300.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 251830Z AUTO VRB01KT 6000 FEW024 SCT034 BKN040 23/23 Q1010,WALS,2026-07-25T18:30:00,1,,1.0,,6000.0,,FEW,2400.0,,SCT,3400.0,,BKN,4000.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 251900Z AUTO 00000KT 5000 FEW037 FEW050 23/23 Q1010,WALS,2026-07-25T19:00:00,1,0.0,0.0,,5000.0,,FEW,3700.0,,FEW,5000.0,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 251930Z AUTO 09001KT 3900 BR FEW029 SCT036 BKN043 23/23 Q1009,WALS,2026-07-25T19:30:00,1,90.0,1.0,,3900.0,"('', None, '', 'BR', None)",FEW,2900.0,,SCT,3600.0,,BKN,4300.0,,0,23.0,23.0,1009.0,0,0,
METAR WALS 252000Z AUTO 00000KT 2900 BR FEW029 FEW038 FEW050 23/23 Q1009,WALS,2026-07-25T20:00:00,1,0.0,0.0,,2900.0,"('', None, '', 'BR', None)",FEW,2900.0,,FEW,3800.0,,FEW,5000.0,,0,23.0,23.0,1009.0,0,0,
METAR WALS 252030Z AUTO 00000KT 1500 R04/P2000U R22/1600D BR SCT022 SCT033 OVC042 22/22 Q1009,WALS,2026-07-25T20:30:00,1,0.0,0.0,,1500.0,"('', None, '', 'BR', None)",SCT,2200.0,,SCT,3300.0,,OVC,4200.0,,0,22.0,22.0,1009.0,0,0,
METAR WALS 252100Z AUTO 06001KT 0700 R04/P2000U R22/1000U FG OVC041 22/22 Q1009,WALS,2026-07-25T21:00:00,1,60.0,1.0,,700.0,"('', None, '', 'FG', None)",OVC,4100.0,,,,,,,,0,22.0,22.0,1009.0,0,0,
METAR WALS 252130Z AUTO VRB01KT 1000 R04/1500N R22/P2000U BR OVC042 22/22 Q1009,WALS,2026-07-25T21:30:00,1,,1.0,,1000.0,"('', None, '', 'BR', None)",OVC,4200.0,,,,,,,,0,22.0,22.0,1009.0,0,0,
METAR WALS 252200Z AUTO 00000KT 2200 BR SCT023 SCT039 OVC048 22/22 Q1010,WALS,2026-07-25T22:00:00,1,0.0,0.0,,2200.0,"('', None, '', 'BR', None)",SCT,2300.0,,SCT,3900.0,,OVC,4800.0,,0,22.0,22.0,1010.0,0,0,
METAR WALS 252230Z 30001KT 2000 BR SCT010 22/22 Q1010 NOSIG,WALS,2026-07-25T22:30:00,0,300.0,1.0,,2000.0,"('', None, '', 'BR', None)",SCT,1000.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 252300Z VRB01KT 1600 BR SCT012 23/23 Q1010 BECMG TL2330 7000 NSW,WALS,2026-07-25T23:00:00,0,,1.0,,1600.0,"('', None, '', 'BR', None)",SCT,1200.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 252330Z VRB01KT 6000 FEW015 25/24 Q1011 NOSIG,WALS,2026-07-25T23:30:00,0,,1.0,,6000.0,,FEW,1500.0,,,,,,,,0,25.0,24.0,1011.0,0,0,
METAR WALS 260100Z 21005KT 180V240 9999 SCT017 28/24 Q1011 NOSIG,WALS,2026-07-26T01:00:00,0,210.0,5.0,,10000.0,,SCT,1700.0,,,,,,,,0,28.0,24.0,1011.0,0,0,
METAR WALS 260130Z 23007KT 200V260 9999 SCT018 30/24 Q1011 NOSIG,WALS,2026-07-26T01:30:00,0,230.0,7.0,,10000.0,,SCT,1800.0,,,,,,,,0,30.0,24.0,1011.0,0,0,
METAR WALS 260200Z 23004KT 180V260 9999 SCT020 31/24 Q1011 NOSIG,WALS,2026-07-26T02:00:00,0,230.0,4.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,24.0,1011.0,0,0,
METAR WALS 260500Z 23003KT 190V290 9999 SCT020 31/23 Q1009 NOSIG,WALS,2026-07-26T05:00:00,0,230.0,3.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,23.0,1009.0,0,0,
METAR WALS 260530Z 19004KT 120V250 9999 FEW018TCU BKN020 32/24 Q1008 NOSIG RMK TCU TO SE,WALS,2026-07-26T05:30:00,0,190.0,4.0,,10000.0,,FEW,1800.0,TCU,BKN,2000.0,,,,,0,32.0,24.0,1008.0,0,0,
METAR WALS 260700Z 21005KT 140V250 9999 SCT020 32/24 Q1007 NOSIG,WALS,2026-07-26T07:00:00,0,210.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,24.0,1007.0,0,0,
METAR WALS 260730Z 19005KT 150V220 9999 SCT020 32/24 Q1007 NOSIG,WALS,2026-07-26T07:30:00,0,190.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,24.0,1007.0,0,0,
METAR WALS 260800Z 19005KT 150V230 9999 SCT020 31/24 Q1007 NOSIG,WALS,2026-07-26T08:00:00,0,190.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,24.0,1007.0,0,0,
METAR WALS 260930Z 22005KT 160V260 9999 FEW015CB BKN020 29/24 Q1007 TEMPO TL0945 RA RMK CB TO SW AND W,WALS,2026-07-26T09:30:00,0,220.0,5.0,,10000.0,,FEW,1500.0,CB,BKN,2000.0,,,,,1,29.0,24.0,1007.0,0,0,
METAR WALS 261000Z AUTO 21010KT 170V230 0800 R04/1400U R22/P2000D +RA BKN003 BKN009 OVC026 25/24 Q1008,WALS,2026-07-26T10:00:00,1,210.0,10.0,,800.0,"('+', None, 'RA', None, None)",BKN,300.0,,BKN,900.0,,OVC,2600.0,,0,25.0,24.0,1008.0,0,0,
METAR WALS 261030Z AUTO VRB03KT 9999 -RA FEW029 OVC043 24/24 Q1008,WALS,2026-07-26T10:30:00,1,,3.0,,10000.0,"('-', None, 'RA', None, None)",FEW,2900.0,,OVC,4300.0,,,,,0,24.0,24.0,1008.0,0,0,
METAR WALS 261100Z AUTO VRB02KT 9999 -RA BKN036 BKN065 OVC110 24/24 Q1009,WALS,2026-07-26T11:00:00,1,,2.0,,10000.0,"('-', None, 'RA', None, None)",BKN,3600.0,,BKN,6500.0,,OVC,11000.0,,0,24.0,24.0,1009.0,0,0,
METAR WALS 261130Z AUTO VRB01KT 9999 FEW004 SCT039 BKN070 25/24 Q1009,WALS,2026-07-26T11:30:00,1,,1.0,,10000.0,,FEW,400.0,,SCT,3900.0,,BKN,7000.0,,0,25.0,24.0,1009.0,0,0,
METAR WALS 261200Z AUTO 03003KT 9999 FEW039 SCT065 BKN200 24/24 Q1009,WALS,2026-07-26T12:00:00,1,30.0,3.0,,10000.0,,FEW,3900.0,,SCT,6500.0,,BKN,20000.0,,0,24.0,24.0,1009.0,0,0,
METAR WALS 261230Z AUTO VRB02KT 9000 SCT022 SCT030 SCT036 24/24 Q1010,WALS,2026-07-26T12:30:00,1,,2.0,,9000.0,,SCT,2200.0,,SCT,3000.0,,SCT,3600.0,,0,24.0,24.0,1010.0,0,0,
METAR WALS 261300Z AUTO VRB01KT 9999 BKN026 BKN038 BKN047 24/24 Q1010,WALS,2026-07-26T13:00:00,1,,1.0,,10000.0,,BKN,2600.0,,BKN,3800.0,,BKN,4700.0,,0,24.0,24.0,1010.0,0,0,
METAR WALS 261400Z AUTO VRB01KT 7000 BKN017 BKN023 BKN036 24/24 Q1011,WALS,2026-07-26T14:00:00,1,,1.0,,7000.0,,BKN,1700.0,,BKN,2300.0,,BKN,3600.0,,0,24.0,24.0,1011.0,0,0,
METAR WALS 261430Z AUTO 00000KT 2000 BR SCT017 SCT024 BKN043 24/23 Q1011,WALS,2026-07-26T14:30:00,1,0.0,0.0,,2000.0,"('', None, '', 'BR', None)",SCT,1700.0,,SCT,2400.0,,BKN,4300.0,,0,24.0,23.0,1011.0,0,0,
METAR WALS 261500Z AUTO 13001KT 1400 R04/1700U R22/1900U BR SCT037 BKN045 OVC050 23/23 Q1011,WALS,2026-07-26T15:00:00,1,130.0,1.0,,1400.0,"('', None, '', 'BR', None)",SCT,3700.0,,BKN,4500.0,,OVC,5000.0,,0,23.0,23.0,1011.0,0,0,
METAR WALS 261530Z AUTO 00000KT 0700 R04/P2000U R22/1000U FG BKN002 OVC039 23/23 Q1011,WALS,2026-07-26T15:30:00,1,0.0,0.0,,700.0,"('', None, '', 'FG', None)",BKN,200.0,,OVC,3900.0,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 261600Z AUTO 00000KT 0750 R04/1000D R22/1400D FG OVC002 23/23 Q1011,WALS,2026-07-26T16:00:00,1,0.0,0.0,,750.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 261630Z AUTO VRB01KT 0350 R04/0500D R22/0900N FG OVC001 23/23 Q1011,WALS,2026-07-26T16:30:00,1,,1.0,,350.0,"('', None, '', 'FG', None)",OVC,100.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 261700Z AUTO VRB01KT 0450 R04/P2000U R22/0700N FG OVC002 23/23 Q1011,WALS,2026-07-26T17:00:00,1,,1.0,,450.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 261730Z AUTO 10002KT 1100 R04/1500D R22/P2000U BR OVC002 23/23 Q1010,WALS,2026-07-26T17:30:00,1,100.0,2.0,,1100.0,"('', None, '', 'BR', None)",OVC,200.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 261800Z AUTO VRB01KT 2400 BR BKN002 BKN014 OVC060 23/23 Q1010,WALS,2026-07-26T18:00:00,1,,1.0,,2400.0,"('', None, '', 'BR', None)",BKN,200.0,,BKN,1400.0,,OVC,6000.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 261900Z AUTO VRB01KT 2200 BR OVC003 22/22 Q1010,WALS,2026-07-26T19:00:00,1,,1.0,,2200.0,"('', None, '', 'BR', None)",OVC,300.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 261930Z AUTO 04001KT 4700 BR OVC002 23/23 Q1010,WALS,2026-07-26T19:30:00,1,40.0,1.0,,4700.0,"('', None, '', 'BR', None)",OVC,200.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 262000Z AUTO VRB01KT 2600 BR OVC002 22/22 Q1010,WALS,2026-07-26T20:00:00,1,,1.0,,2600.0,"('', None, '', 'BR', None)",OVC,200.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 262030Z AUTO 25001KT 0350 R04/0900U R22/0550N FG OVC002 22/23 Q1010,WALS,2026-07-26T20:30:00,1,250.0,1.0,,350.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,22.0,23.0,1010.0,0,0,
METAR WALS 262100Z AUTO VRB02KT 0500 R04/0750N R22/1700U FG OVC002 23/23 Q1010,WALS,2026-07-26T21:00:00,1,,2.0,,500.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 262130Z AUTO VRB01KT 0400 R04/0600N R22/0600N FG OVC002 23/23 Q1010,WALS,2026-07-26T21:30:00,1,,1.0,,400.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 262200Z AUTO VRB02KT 0200 R04/0350N R22/0450N FG OVC002 22/22 Q1010,WALS,2026-07-26T22:00:00,1,,2.0,,200.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 262230Z AUTO VRB01KT 0100 R04/0650N R22/0300N FG OVC002 22/22 Q1010,WALS,2026-07-26T22:30:00,1,,1.0,,100.0,"('', None, '', 'FG', None)",OVC,200.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
